,instant,season,is_yr_one,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,casual,registered,cnt,Categorical_target
15955,15956,4,True,11,12,False,5,True,1,0.42,0.41,0.3582,52,240,292,High demand
8917,8918,1,True,1,10,False,4,True,1,0.34,0.81,0.1045,6,84,90,Medium-Low demand
12487,12488,2,True,6,12,False,6,False,1,0.8,0.29,0.2537,196,335,531,High demand
7988,7989,4,False,12,12,False,0,False,1,0.36,0.81,0.1642,82,247,329,High demand
5311,5312,3,False,8,5,False,0,False,2,0.64,0.94,0.1642,1,9,10,Low demand
9055,9056,1,True,1,5,False,3,True,1,0.34,0.46,0.5224,0,29,29,Low demand
16063,16064,4,True,11,0,False,3,True,2,0.3,0.56,0.2836,49,234,283,High demand
5970,5971,3,False,9,7,False,0,False,1,0.6,0.88,0.0,9,28,37,Medium-Low demand
3369,3370,2,False,5,7,False,3,True,1,0.62,0.73,0.1343,29,284,313,Medium-High demand
15099,15100,4,True,9,8,False,3,True,1,0.56,0.73,0.2985,30,808,838,Medium-High demand
14077,14078,3,True,8,18,False,2,True,1,0.76,0.62,0.2836,97,757,854,High demand
11208,11209,2,True,4,5,False,2,True,1,0.6,0.53,0.2537,1,29,30,Low demand
9662,9663,1,True,2,13,False,0,False,1,0.16,0.4,0.4478,10,128,138,Medium-Low demand
7938,7939,4,False,12,10,False,5,True,1,0.3,0.75,0.2239,16,89,105,Medium-Low demand
14063,14064,3,True,8,4,False,2,True,2,0.68,0.83,0.194,0,5,5,Low demand
3290,3291,2,False,5,0,False,0,False,1,0.54,0.88,0.1642,31,100,131,Medium-High demand
15891,15892,4,True,10,20,False,2,True,2,0.3,0.81,0.194,5,76,81,Medium-Low demand
3876,3877,2,False,6,10,False,3,True,1,0.64,0.47,0.1642,27,108,135,Medium-High demand
3853,3854,2,False,6,11,False,2,True,1,0.64,0.41,0.2836,40,103,143,Medium-High demand
16495,16496,4,True,11,1,False,0,False,1,0.22,0.44,0.194,4,32,36,Low demand
9416,9417,1,True,2,6,False,4,True,3,0.36,0.9,0.0,1,73,74,Low demand
646,647,1,False,1,5,False,0,False,1,0.14,0.86,0.0,0,3,3,Low demand
490,491,1,False,1,12,False,6,False,2,0.06,0.38,0.1045,10,60,70,Medium-Low demand
4401,4402,3,False,7,7,False,4,True,2,0.66,0.89,0.1045,13,279,292,Medium-Low demand
15626,15627,4,True,10,7,False,4,True,1,0.44,0.88,0.2537,20,488,508,Medium-High demand
16431,16432,4,True,11,9,True,4,False,1,0.3,0.65,0.0,25,94,119,Medium-High demand
7313,7314,4,False,11,8,False,0,False,2,0.28,0.87,0.0896,19,71,90,Medium-High demand
600,601,1,False,1,6,False,5,True,2,0.18,0.8,0.1343,0,16,16,Low demand
9397,9398,1,True,2,11,False,3,True,1,0.4,0.58,0.1642,27,116,143,Medium-High demand
15101,15102,4,True,9,10,False,3,True,1,0.6,0.73,0.2836,29,156,185,Medium-High demand
5301,5302,3,False,8,19,False,6,False,2,0.68,0.79,0.2836,67,170,237,High demand
12876,12877,3,True,6,17,False,1,True,1,0.8,0.24,0.4627,76,757,833,High demand
5234,5235,3,False,8,0,False,4,True,1,0.7,0.45,0.1045,6,40,46,Medium-Low demand
16648,16649,4,True,12,11,False,6,False,2,0.32,0.76,0.1045,74,318,392,High demand
9032,9033,1,True,1,6,False,2,True,3,0.3,0.75,0.2537,0,57,57,Low demand
13513,13514,3,True,7,6,False,0,False,2,0.62,0.83,0.0896,5,14,19,Medium-Low demand
5610,5611,3,False,8,16,False,5,True,1,0.78,0.62,0.1045,50,293,343,High demand
15840,15841,4,True,10,5,False,6,False,2,0.5,0.82,0.194,2,7,9,Low demand
15643,15644,4,True,10,0,False,5,True,2,0.56,0.83,0.1045,5,51,56,Medium-Low demand
10872,10873,2,True,4,4,False,2,True,1,0.32,0.66,0.0896,0,1,1,Low demand
10196,10197,1,True,3,22,False,1,True,1,0.24,0.35,0.3284,2,76,78,Low demand
844,845,1,False,2,15,False,1,True,2,0.38,0.54,0.0896,4,46,50,Low demand
5174,5175,3,False,8,12,False,1,True,1,0.82,0.46,0.2537,48,134,182,Medium-High demand
15542,15543,4,True,10,19,False,0,False,1,0.56,0.64,0.2239,68,268,336,High demand
3157,3158,2,False,5,11,False,1,True,1,0.64,0.57,0.0,56,129,185,High demand
4244,4245,3,False,6,18,False,4,True,1,0.76,0.29,0.2537,114,472,586,High demand
6035,6036,3,False,9,1,False,3,True,1,0.62,0.78,0.0896,1,7,8,Low demand
5025,5026,3,False,8,7,False,2,True,1,0.72,0.61,0.2836,15,320,335,Medium-Low demand
14905,14906,3,True,9,6,False,2,True,2,0.64,0.89,0.3284,4,163,167,Low demand
12730,12731,2,True,6,15,False,2,True,1,0.78,0.59,0.1642,72,187,259,High demand
9841,9842,1,True,2,0,True,1,False,2,0.24,0.87,0.0896,5,36,41,Medium-Low demand
13036,13037,3,True,7,9,False,1,True,1,0.78,0.46,0.2537,56,239,295,High demand
1927,1928,2,False,3,2,False,6,False,1,0.22,0.44,0.2239,4,21,25,Low demand
16267,16268,4,True,11,13,False,4,True,2,0.38,0.54,0.1045,20,197,217,Medium-High demand
2942,2943,2,False,5,12,False,6,False,1,0.6,0.4,0.194,129,244,373,High demand
8688,8689,1,True,1,20,True,1,False,1,0.24,0.41,0.2239,5,83,88,Medium-Low demand
267,268,1,False,1,14,False,3,True,1,0.2,0.47,0.3284,0,44,44,Low demand
3474,3475,2,False,5,16,False,0,False,1,0.74,0.7,0.2836,194,167,361,High demand
1982,1983,2,False,3,11,False,1,True,2,0.26,0.3,0.2836,18,39,57,Medium-High demand
14712,14713,3,True,9,5,False,1,True,1,0.5,0.72,0.2537,4,36,40,Low demand
354,355,1,False,1,6,False,0,False,2,0.26,0.56,0.1642,0,1,1,Low demand
13291,13292,3,True,7,0,False,5,True,2,0.7,0.54,0.1642,19,76,95,Medium-High demand
12094,12095,2,True,5,3,False,4,True,2,0.6,0.88,0.1045,1,3,4,Low demand
12622,12623,2,True,6,3,False,5,True,1,0.56,0.83,0.1642,2,3,5,Low demand
10120,10121,1,True,3,18,False,5,True,3,0.36,0.87,0.194,6,154,160,Medium-Low demand
2648,2649,2,False,4,6,False,1,True,2,0.5,1.0,0.0,7,59,66,Medium-Low demand
15093,15094,4,True,9,2,False,3,True,2,0.58,0.64,0.2836,2,15,17,Low demand
1787,1788,1,False,3,4,False,0,False,1,0.26,0.56,0.2239,2,1,3,Low demand
11038,11039,2,True,4,2,False,2,True,1,0.36,0.71,0.1343,0,2,2,Low demand
2219,2220,2,False,4,8,False,4,True,1,0.36,0.76,0.194,23,291,314,Medium-High demand
3605,3606,2,False,6,3,False,6,False,1,0.52,0.59,0.1045,8,10,18,Medium-Low demand
8864,8865,1,True,1,5,False,2,True,1,0.4,0.47,0.2239,0,23,23,Low demand
4539,4540,3,False,7,1,False,3,True,1,0.76,0.55,0.0,1,11,12,Low demand
9614,9615,1,True,2,13,False,5,True,2,0.3,0.42,0.0896,22,170,192,Medium-High demand
16956,16957,4,True,12,7,False,5,True,1,0.2,0.72,0.1045,3,305,308,Low demand
734,735,1,False,2,23,False,3,True,1,0.2,0.44,0.4478,3,29,32,Low demand
16888,16889,4,True,12,11,False,2,True,2,0.36,0.53,0.3582,28,145,173,Medium-High demand
1477,1478,1,False,3,21,False,0,False,3,0.24,0.93,0.6119,1,6,7,Low demand
12004,12005,2,True,5,9,False,0,False,1,0.62,0.32,0.2537,129,184,313,High demand
5879,5880,3,False,9,11,False,3,True,3,0.6,0.94,0.0,1,9,10,Low demand
8281,8282,4,False,12,17,False,5,True,2,0.32,0.45,0.2836,13,352,365,Medium-Low demand
5753,5754,3,False,9,4,False,5,True,1,0.6,0.83,0.0896,2,2,4,Low demand
11764,11765,2,True,5,9,False,4,True,1,0.5,0.59,0.4627,62,299,361,High demand
4597,4598,3,False,7,11,False,5,True,1,0.7,0.54,0.1343,73,137,210,High demand
14751,14752,3,True,9,20,False,2,True,1,0.58,0.56,0.1343,40,421,461,Medium-High demand
10049,10050,1,True,2,18,False,2,True,1,0.42,0.28,0.1642,17,432,449,Medium-Low demand
8854,8855,1,True,1,18,False,1,True,4,0.2,0.86,0.0896,6,158,164,Medium-Low demand
5438,5439,3,False,8,12,False,5,True,2,0.74,0.62,0.0896,54,168,222,High demand
10695,10696,2,True,3,18,False,1,True,1,0.44,0.26,0.4478,90,594,684,High demand
6962,6963,4,False,10,17,False,6,False,1,0.46,0.55,0.1343,143,217,360,High demand
16562,16563,4,True,11,20,False,2,True,1,0.26,0.75,0.3284,4,228,232,Low demand
9568,9569,1,True,2,15,False,3,True,3,0.3,0.61,0.1045,5,49,54,Medium-Low demand
45,46,1,False,1,22,False,0,False,1,0.24,0.44,0.2985,0,9,9,Low demand
6818,6819,4,False,10,16,False,0,False,1,0.6,0.46,0.3881,177,289,466,High demand
7020,7021,4,False,10,3,False,2,True,1,0.4,0.87,0.0,1,3,4,Low demand
9681,9682,1,True,2,8,False,1,True,1,0.1,0.54,0.1343,4,413,417,Low demand
6080,6081,3,False,9,22,False,4,True,1,0.44,0.67,0.2836,7,108,115,Medium-Low demand
10443,10444,1,True,3,6,False,5,True,2,0.4,0.87,0.1642,3,96,99,Low demand
9875,9876,1,True,2,12,False,2,True,2,0.3,0.56,0.3881,16,147,163,Medium-Low demand
10395,10396,1,True,3,6,False,3,True,1,0.44,0.82,0.0896,1,120,121,Low demand
2805,2806,2,False,5,19,False,0,False,2,0.46,0.84,0.1045,47,131,178,Medium-High demand
9156,9157,1,True,1,10,False,0,False,2,0.16,0.74,0.2836,9,120,129,Medium-Low demand
1452,1453,1,False,3,19,False,6,False,2,0.46,0.67,0.3284,27,62,89,Medium-High demand
3819,3820,2,False,6,1,False,1,True,1,0.64,0.73,0.2239,6,10,16,Medium-Low demand
7133,7134,4,False,10,20,False,6,False,1,0.24,0.87,0.3582,7,40,47,Medium-Low demand
6770,6771,4,False,10,16,False,5,True,1,0.6,0.43,0.2239,80,264,344,High demand
17135,17136,1,True,12,18,False,5,True,2,0.26,0.56,0.2985,7,236,243,Medium-Low demand
2055,2056,2,False,3,12,False,4,True,3,0.28,0.93,0.194,17,73,90,Medium-Low demand
17173,17174,1,True,12,8,False,0,False,1,0.14,0.69,0.1045,5,43,48,Medium-Low demand
7985,7986,4,False,12,9,False,0,False,1,0.3,0.81,0.0,12,114,126,Medium-Low demand
6069,6070,3,False,9,11,False,4,True,2,0.68,0.65,0.1343,39,120,159,Medium-High demand
13707,13708,3,True,7,8,False,1,True,2,0.72,0.74,0.1045,31,720,751,Medium-High demand
13075,13076,3,True,7,0,True,3,False,1,0.68,0.79,0.0896,19,140,159,Medium-High demand
2080,2081,2,False,4,13,False,5,True,1,0.36,0.5,0.3582,18,92,110,Medium-High demand
9330,9331,1,True,1,16,False,0,False,1,0.36,0.21,0.4179,54,268,322,High demand
15070,15071,4,True,9,3,False,2,True,1,0.42,0.71,0.0896,2,3,5,Low demand
10718,10719,2,True,3,17,False,2,True,1,0.44,0.16,0.0,72,542,614,High demand
853,854,1,False,2,0,False,2,True,2,0.28,0.87,0.0,4,6,10,Low demand
16206,16207,4,True,11,0,False,2,True,2,0.52,0.83,0.2836,5,18,23,Medium-Low demand
5005,5006,3,False,8,11,False,1,True,1,0.88,0.32,0.1642,53,66,119,High demand
2449,2450,2,False,4,23,False,6,False,2,0.44,0.77,0.2836,5,30,35,Medium-Low demand
9616,9617,1,True,2,15,False,5,True,2,0.32,0.45,0.1343,27,164,191,Medium-High demand
315,316,1,False,1,15,False,5,True,1,0.24,0.38,0.1642,9,59,68,Medium-Low demand
2272,2273,2,False,4,13,False,6,False,2,0.36,0.81,0.0,114,108,222,High demand
11475,11476,2,True,4,8,False,6,False,1,0.38,0.4,0.1343,24,134,158,Medium-High demand
12553,12554,2,True,6,6,False,2,True,2,0.6,0.88,0.1343,6,130,136,Medium-Low demand
5565,5566,3,False,8,19,False,3,True,1,0.74,0.55,0.2985,93,347,440,High demand
2824,2825,2,False,5,14,False,1,True,1,0.64,0.69,0.2239,48,133,181,Medium-High demand
8634,8635,1,False,12,13,False,6,False,1,0.5,0.42,0.4925,108,205,313,High demand
10475,10476,1,True,3,14,False,6,False,1,0.62,0.53,0.0896,352,338,690,High demand
15465,15466,4,True,10,14,False,4,True,1,0.52,0.32,0.0896,78,270,348,High demand
6325,6326,4,False,9,3,False,1,True,2,0.62,0.94,0.0,0,5,5,Low demand
3302,3303,2,False,5,12,False,0,False,2,0.72,0.51,0.194,146,255,401,High demand
5338,5339,3,False,8,8,False,1,True,1,0.64,0.78,0.3284,29,326,355,Medium-High demand
4842,4843,3,False,7,16,False,1,True,1,0.7,0.84,0.2239,37,161,198,Medium-High demand
16975,16976,4,True,12,2,False,6,False,1,0.26,0.81,0.0,6,63,69,Medium-Low demand
12515,12516,2,True,6,16,False,0,False,1,0.84,0.36,0.2836,173,335,508,High demand
6494,6495,4,False,10,4,False,1,True,1,0.34,0.87,0.1045,2,6,8,Low demand
1574,1575,1,False,3,1,False,5,True,3,0.34,1.0,0.1045,0,8,8,Low demand
11115,11116,2,True,4,8,False,5,True,1,0.38,0.46,0.1642,24,539,563,Medium-High demand
10290,10291,1,True,3,20,False,5,True,1,0.38,0.32,0.3582,3,156,159,Low demand
7047,7048,4,False,10,6,False,3,True,1,0.42,0.71,0.2239,0,92,92,Low demand
6450,6451,4,False,10,8,False,6,False,2,0.4,0.76,0.3284,9,58,67,Medium-Low demand
5784,5785,3,False,9,11,False,6,False,3,0.66,0.69,0.2836,66,128,194,High demand
12206,12207,2,True,5,19,True,1,False,1,0.8,0.55,0.2985,148,247,395,High demand
3989,3990,2,False,6,3,False,1,True,3,0.64,0.89,0.0,1,0,1,Low demand
6548,6549,4,False,10,10,False,3,True,1,0.56,0.56,0.3881,30,103,133,Medium-High demand
3680,3681,2,False,6,6,False,2,True,1,0.6,0.78,0.1343,10,116,126,Medium-Low demand
7159,7160,4,False,10,22,False,0,False,1,0.3,0.75,0.0,13,58,71,Medium-Low demand
420,421,1,False,1,13,False,3,True,1,0.4,0.62,0.2836,11,67,78,Medium-Low demand
5055,5056,3,False,8,13,False,3,True,2,0.76,0.58,0.2239,37,107,144,Medium-High demand
9902,9903,1,True,2,15,False,3,True,1,0.5,0.31,0.4179,34,161,195,Medium-High demand
2865,2866,2,False,5,7,False,3,True,3,0.34,0.93,0.3582,6,46,52,Medium-Low demand
17218,17219,1,True,12,7,True,2,False,2,0.22,0.93,0.1642,0,6,6,Low demand
15267,15268,4,True,10,8,False,3,True,2,0.62,0.88,0.1045,28,781,809,Medium-High demand
16096,16097,4,True,11,10,False,4,True,1,0.32,0.31,0.3284,13,148,161,Medium-Low demand
16156,16157,4,True,11,22,False,6,False,1,0.38,0.71,0.0896,39,154,193,Medium-High demand
2796,2797,2,False,5,10,False,0,False,2,0.48,0.63,0.194,109,155,264,High demand
6934,6935,4,False,10,13,False,5,True,1,0.48,0.48,0.3284,43,163,206,Medium-High demand
7016,7017,4,False,10,23,False,1,True,1,0.46,0.77,0.0896,9,50,59,Medium-Low demand
13326,13327,3,True,7,11,False,6,False,2,0.72,0.7,0.1045,143,296,439,High demand
537,538,1,False,1,13,False,1,True,2,0.14,0.43,0.2239,6,54,60,Medium-Low demand
10822,10823,2,True,4,1,False,0,False,2,0.36,0.76,0.1642,13,49,62,Medium-Low demand
13338,13339,3,True,7,23,False,6,False,2,0.68,0.83,0.0896,55,156,211,High demand
898,899,1,False,2,22,False,3,True,3,0.16,0.8,0.1642,4,42,46,Low demand
15557,15558,4,True,10,10,False,1,True,2,0.6,0.73,0.3881,43,125,168,Medium-High demand
16389,16390,4,True,11,15,False,2,True,2,0.46,0.55,0.1045,61,226,287,High demand
15149,15150,4,True,9,10,False,5,True,2,0.64,0.78,0.1343,51,194,245,High demand
9232,9233,1,True,1,14,False,3,True,1,0.34,0.49,0.0896,53,107,160,High demand
3274,3275,2,False,5,8,False,6,False,1,0.56,0.68,0.2836,29,97,126,Medium-High demand
6914,6915,4,False,10,17,False,4,True,2,0.48,0.48,0.3881,56,438,494,High demand
6421,6422,4,False,9,3,False,5,True,1,0.52,0.83,0.1045,0,3,3,Low demand
8303,8304,4,False,12,15,False,6,False,1,0.28,0.45,0.2836,33,195,228,Medium-High demand
16403,16404,4,True,11,5,False,3,True,1,0.28,0.87,0.1045,1,28,29,Low demand
7340,7341,4,False,11,11,False,1,True,1,0.42,0.77,0.1045,28,100,128,Medium-High demand
5626,5627,3,False,8,8,False,6,False,2,0.7,0.84,0.2537,14,62,76,Medium-Low demand
3088,3089,2,False,5,14,False,5,True,2,0.52,0.87,0.2836,70,120,190,High demand
10962,10963,2,True,4,22,False,5,True,1,0.4,0.35,0.2239,34,124,158,Medium-High demand
13091,13092,3,True,7,16,True,3,False,1,0.92,0.35,0.2537,163,226,389,High demand
14228,14229,3,True,8,1,False,2,True,2,0.6,0.83,0.1343,11,22,33,Medium-Low demand
10351,10352,1,True,3,10,False,1,True,1,0.4,0.5,0.2239,39,98,137,Medium-High demand
15956,15957,4,True,11,13,False,5,True,1,0.4,0.43,0.3582,64,230,294,High demand
7349,7350,4,False,11,20,False,1,True,1,0.4,0.71,0.0,17,187,204,Medium-Low demand
2843,2844,2,False,5,9,False,2,True,2,0.6,0.78,0.3582,29,157,186,Medium-High demand
7059,7060,4,False,10,18,False,3,True,1,0.52,0.77,0.1642,55,398,453,High demand
15881,15882,4,True,10,22,False,0,False,3,0.44,0.88,0.3582,2,35,37,Low demand
2813,2814,2,False,5,3,False,1,True,1,0.44,0.77,0.1343,9,7,16,Medium-Low demand
13807,13808,3,True,8,12,False,5,True,2,0.86,0.5,0.2985,95,243,338,High demand
8223,8224,4,False,12,7,False,3,True,1,0.28,0.75,0.0,4,243,247,Low demand
16125,16126,4,True,11,15,False,5,True,1,0.46,0.36,0.2239,78,278,356,High demand
780,781,1,False,2,23,False,5,True,2,0.24,0.7,0.1343,1,30,31,Low demand
3670,3671,2,False,6,20,False,1,True,1,0.68,0.61,0.1343,59,277,336,High demand
1948,1949,2,False,3,23,False,6,False,2,0.26,0.44,0.2836,10,31,41,Medium-Low demand
15184,15185,4,True,9,21,False,6,False,1,0.52,0.55,0.1343,73,219,292,High demand
16945,16946,4,True,12,20,False,4,True,1,0.3,0.45,0.0,6,235,241,Medium-Low demand
1740,1741,1,False,3,5,False,5,True,1,0.38,0.66,0.1642,2,8,10,Low demand
2735,2736,2,False,4,21,False,4,True,1,0.56,0.46,0.1343,27,167,194,Medium-High demand
11240,11241,2,True,4,13,False,3,True,3,0.46,0.59,0.0,13,51,64,Medium-Low demand
5869,5870,3,False,9,1,False,3,True,3,0.54,0.94,0.2537,2,3,5,Low demand
17238,17239,1,True,12,3,False,3,True,2,0.24,0.7,0.3582,0,2,2,Low demand
14455,14456,3,True,8,12,False,4,True,1,0.76,0.45,0.1343,73,221,294,High demand
6522,6523,4,False,10,8,False,2,True,1,0.44,0.77,0.2239,28,372,400,Medium-High demand
5521,5522,3,False,8,23,False,1,True,1,0.62,0.41,0.2537,19,45,64,Medium-High demand
10139,10140,1,True,3,13,False,6,False,1,0.44,0.51,0.2836,87,252,339,High demand
12336,12337,2,True,6,5,False,0,False,1,0.5,0.68,0.0,1,11,12,Low demand
11504,11505,2,True,4,13,False,0,False,1,0.5,0.45,0.1045,226,369,595,High demand
13512,13513,3,True,7,5,False,0,False,1,0.6,0.88,0.0,0,6,6,Low demand
4388,4389,3,False,7,18,False,3,True,1,0.76,0.62,0.194,77,486,563,High demand
3181,3182,2,False,5,11,False,2,True,2,0.56,0.83,0.4179,26,104,130,Medium-High demand
12376,12377,2,True,6,21,False,1,True,1,0.58,0.49,0.2537,40,225,265,Medium-High demand
7724,7725,4,False,11,11,False,3,True,2,0.5,0.72,0.4179,9,107,116,Medium-Low demand
9661,9662,1,True,2,12,False,0,False,1,0.14,0.39,0.6418,7,133,140,Medium-Low demand
15205,15206,4,True,9,18,False,0,False,1,0.52,0.59,0.4478,91,310,401,High demand
7958,7959,4,False,12,6,False,6,False,1,0.24,0.65,0.1045,1,10,11,Low demand
6994,6995,4,False,10,1,False,1,True,1,0.4,0.82,0.1343,7,8,15,Medium-Low demand
10834,10835,2,True,4,13,False,0,False,2,0.44,0.62,0.194,190,274,464,High demand
12308,12309,2,True,6,1,False,6,False,2,0.56,0.83,0.1045,15,61,76,Medium-Low demand
5136,5137,3,False,8,22,False,6,False,2,0.7,0.84,0.3284,24,96,120,Medium-High demand
11811,11812,2,True,5,8,False,6,False,1,0.52,0.48,0.0,22,156,178,Medium-High demand
4269,4270,3,False,7,19,False,5,True,1,0.78,0.25,0.194,80,238,318,High demand
10392,10393,1,True,3,3,False,3,True,1,0.48,0.72,0.194,1,3,4,Low demand
624,625,1,False,1,7,False,6,False,1,0.16,0.59,0.1045,1,4,5,Low demand
1361,1362,1,False,3,0,False,3,True,1,0.22,0.69,0.1642,3,5,8,Low demand
24,25,1,False,1,0,False,0,False,2,0.46,0.88,0.2985,4,13,17,Low demand
7431,7432,4,False,11,6,True,5,False,1,0.28,0.45,0.3284,0,46,46,Low demand
5889,5890,3,False,9,21,False,3,True,3,0.64,0.89,0.0896,4,34,38,Low demand
12922,12923,3,True,6,15,False,3,True,1,0.8,0.26,0.4627,61,188,249,High demand
2140,2141,2,False,4,1,False,1,True,1,0.4,0.56,0.3582,7,4,11,Medium-Low demand
10027,10028,1,True,2,20,False,1,True,1,0.48,0.33,0.3582,11,208,219,Medium-Low demand
5517,5518,3,False,8,19,False,1,True,1,0.7,0.3,0.2836,66,350,416,High demand
5056,5057,3,False,8,14,False,3,True,2,0.76,0.58,0.2239,43,104,147,Medium-High demand
17362,17363,1,True,12,7,False,1,True,1,0.16,0.64,0.1343,2,83,85,Low demand
8704,8705,1,True,1,12,False,2,True,1,0.18,0.37,0.5224,4,70,74,Low demand
369,370,1,False,1,21,False,0,False,1,0.18,0.51,0.1642,6,22,28,Medium-Low demand
4663,4664,3,False,7,5,False,1,True,1,0.64,0.78,0.1045,2,15,17,Low demand
7074,7075,4,False,10,9,False,4,True,2,0.5,0.82,0.1642,16,155,171,Medium-Low demand
4935,4936,3,False,7,13,False,5,True,1,0.94,0.31,0.0,42,114,156,Medium-High demand
16323,16324,4,True,11,21,False,6,False,2,0.32,0.57,0.1045,15,124,139,Medium-Low demand
17298,17299,1,True,12,15,False,5,True,2,0.3,0.49,0.0,74,151,225,High demand
16520,16521,4,True,11,2,False,1,True,1,0.2,0.69,0.0,0,5,5,Low demand
1586,1587,1,False,3,14,False,5,True,2,0.36,0.5,0.3582,25,64,89,Medium-High demand
10778,10779,2,True,3,5,False,5,True,1,0.32,0.61,0.0896,0,26,26,Low demand
11848,11849,2,True,5,21,False,0,False,2,0.64,0.53,0.194,48,121,169,Medium-High demand
3303,3304,2,False,5,13,False,0,False,2,0.66,0.54,0.2239,180,275,455,High demand
14482,14483,3,True,8,15,False,5,True,1,0.9,0.27,0.2985,109,417,526,High demand
1236,1237,1,False,2,15,False,4,True,3,0.4,0.54,0.3881,5,58,63,Medium-Low demand
7862,7863,4,False,11,6,False,2,True,1,0.52,0.83,0.2836,1,88,89,Low demand
10233,10234,1,True,3,11,False,3,True,1,0.42,0.38,0.2985,33,128,161,Medium-High demand
7832,7833,4,False,11,23,False,0,False,1,0.48,0.72,0.2537,5,27,32,Medium-Low demand
1252,1253,1,False,2,8,False,5,True,3,0.36,0.93,0.1343,3,70,73,Low demand
16825,16826,4,True,12,20,False,6,False,2,0.36,1.0,0.0,20,162,182,Medium-High demand
12393,12394,2,True,6,14,False,2,True,2,0.58,0.46,0.1642,82,194,276,High demand
13137,13138,3,True,7,14,False,5,True,1,0.9,0.31,0.1642,91,184,275,High demand
3058,3059,2,False,5,8,False,4,True,1,0.48,0.82,0.194,27,394,421,Medium-High demand
14279,14280,3,True,8,4,False,4,True,1,0.62,0.83,0.0,0,6,6,Low demand
8909,8910,1,True,1,2,False,4,True,3,0.36,0.93,0.2537,1,1,2,Low demand
15928,15929,4,True,11,9,False,4,True,3,0.36,0.57,0.1045,21,310,331,Medium-High demand
15323,15324,4,True,10,16,False,5,True,1,0.72,0.37,0.0,153,481,634,High demand
6649,6650,4,False,10,15,False,0,False,1,0.68,0.51,0.1642,198,209,407,High demand
15718,15719,4,True,10,3,False,1,True,1,0.4,0.62,0.0,1,5,6,Low demand
17229,17230,1,True,12,18,True,2,False,2,0.32,0.66,0.2537,20,23,43,Medium-High demand
8616,8617,1,False,12,19,False,5,True,2,0.34,0.49,0.4179,16,96,112,Medium-Low demand
1991,1992,2,False,3,20,False,1,True,1,0.32,0.22,0.1045,5,107,112,Medium-Low demand
11689,11690,2,True,5,6,False,1,True,1,0.46,0.88,0.1045,8,134,142,Medium-Low demand
27,28,1,False,1,3,False,0,False,2,0.46,0.94,0.194,2,4,6,Low demand
2508,2509,2,False,4,10,False,2,True,2,0.5,0.72,0.2239,15,60,75,Medium-Low demand
2368,2369,2,False,4,14,False,3,True,2,0.42,0.77,0.2537,24,82,106,Medium-High demand
6416,6417,4,False,9,22,False,4,True,1,0.56,0.68,0.0,25,150,175,Medium-High demand
15100,15101,4,True,9,9,False,3,True,1,0.6,0.64,0.194,27,307,334,Medium-High demand
17132,17133,1,True,12,15,False,5,True,2,0.3,0.42,0.3881,29,234,263,Medium-High demand
13587,13588,3,True,7,8,False,3,True,1,0.7,0.42,0.2537,43,745,788,Medium-High demand
16348,16349,4,True,11,22,False,0,False,2,0.36,0.66,0.2537,8,66,74,Medium-Low demand
11457,11458,2,True,4,14,False,5,True,1,0.46,0.33,0.3284,94,206,300,High demand
1199,1200,1,False,2,0,False,3,True,1,0.14,0.5,0.194,0,6,6,Low demand
4859,4860,3,False,7,9,False,2,True,1,0.76,0.4,0.2239,25,162,187,Medium-High demand
